product_id,product_name,product_category,discounted_price,rating,age,gender,Purchase_Frequency,Browsing_Frequency,Cart_Completion_Frequency
B00GHL8VP2,"USHA 1212 PTC with Adjustable Thermostat Fan Heater (Black/Brown, 1500-Watts).",home&kitchen,3487.77,4.1,34,Female,Once a week,Few times a week,Sometimes
B00H0B29DI,USHA Heat Convector 812 T 2000-Watt with Instant Heating Feature (Black),home&kitchen,2199,3.8,34,Female,Once a week,Few times a week,Sometimes
B00H3H03Q4,HUL Pureit Germkill kit for Classic 23 L water purifier - 3000 L Capacity,home&kitchen,1130,4.2,34,Female,Once a week,Few times a week,Sometimes
B00H47GVGY,"USHA Quartz Room Heater with Overheating Protection (3002, Ivory, 800 Watts)",home&kitchen,1199,3.6,34,Female,Once a week,Few times a week,Sometimes
B00HVXS7WC,"Bajaj Rex 500W Mixer Grinder with Nutri-Pro Feature, 3 Jars, White",home&kitchen,1999,4.2,34,Female,Once a week,Few times a week,Sometimes
B00HZIOGXW,Crompton IHL 152 1500-Watt Immersion Water Heater with Copper Heating Element (Black),home&kitchen,610,4.1,34,Female,Once a week,Few times a week,Sometimes
B00J5DYCCA,Havells Ventil Air DSP 230mm Exhaust Fan (Pista Green),home&kitchen,1399,4,34,Female,Once a week,Few times a week,Sometimes
B00JBNZPFM,"Karcher WD3 EU Wet and Dry Vacuum Cleaner, 1000 Watts Powerful Suction, 17 L Capacity, Blower Function, Easy Filter Removal for Home and Garden Cleaning  (Yellow/Black)",home&kitchen,6199,4.2,34,Female,Once a week,Few times a week,Sometimes
B00K57MR22,"Sujata Dynamix DX Mixer Grinder, 900W, 3 Jars (White)",home&kitchen,6120,4.6,34,Female,Once a week,Few times a week,Sometimes
B00KIDSU8S,Havells Ventil Air DX 200mm Exhaust Fan (White),home&kitchen,1999,4.2,34,Female,Once a week,Few times a week,Sometimes
B00KIE28X0,"Camel Artist Acrylic Color Box - 9ml Tubes, 12 Shades",home&kitchen,310,4.5,34,Female,Once a week,Few times a week,Sometimes
B00KRCBA6E,Maharaja Whiteline Lava Neo 1200-Watts Halogen Heater (White and Red),home&kitchen,2499,3.8,34,Female,Once a week,Few times a week,Sometimes
B00LP9RFSU,"Eureka Forbes Aquasure Amrit Twin Cartridge (Pack of 2), White",home&kitchen,825,4,34,Female,Once a week,Few times a week,Sometimes
B00LUGTJGO,Bajaj RHX-2 800-Watt Room Heater (White),home&kitchen,1399,3.9,34,Female,Once a week,Few times a week,Sometimes
B00LXTFMRS,"PIDILITE Fevicryl Acrylic Colours Sunflower Kit (10 Colors x 15 ml) DIY Paint, Rich Pigment, Non-Craking Paint for Canvas, Wood, Leather, Earthenware, Metal, Diwali Gifts for Diwali",home&kitchen,191,4.4,34,Female,Once a week,Few times a week,Sometimes
B00LY12TH6,Camel Oil Pastel with Reusable Plastic Box - 50 Shades,home&kitchen,230,4.5,34,Female,Once a week,Few times a week,Sometimes
B00LY1FN1K,"Camel Fabrica Acrylic Ultra Color - 15ml each, 10 Shades",home&kitchen,200,4.4,34,Female,Once a week,Few times a week,Sometimes
B00N1U9AJS,"3M Scotch Double Sided Heavy Duty Tape(1m holds 4.5Kgs) for indoor hanging applications (Photo frames, Mirrors, Key Holders, Car Interiors, Extension Boards, Wall decoration, etc)(L: 3m, W: 24mm)",home&kitchen,130,3.9,34,Female,Once a week,Few times a week,Sometimes
B00NM6MO26,Prestige PIC 16.0+ 1900W Induction Cooktop with Soft Touch Push Buttons (Black),home&kitchen,2698,4,34,Female,Once a week,Few times a week,Sometimes
B00NW4UWN6,Prestige PKGSS 1.7L 1500W Electric Kettle (Stainless Steel),home&kitchen,1043,3.8,34,Female,Once a week,Few times a week,Sometimes
B00O24PUO6,Orpat OEH-1260 2000-Watt Fan Heater (Grey),home&kitchen,1464,4.1,34,Female,Once a week,Few times a week,Sometimes
B00O2R38C4,"Luminous Vento Deluxe 150 mm Exhaust Fan for Kitchen, Bathroom with Strong Air Suction, Rust Proof Body and Dust Protection Shutters (2-Year Warranty, White)",home&kitchen,999,4.1,34,Female,Once a week,Few times a week,Sometimes
B00P0R95EA,Usha IH2415 1500-Watt Immersion Heater (Silver),home&kitchen,510,4.1,34,Female,Once a week,Few times a week,Sometimes
B00PVT30YI,"Kitchen Mart Stainless Steel South Indian Filter Coffee Drip Maker, Madras Kappi, Drip Decotion Maker160ml (2 Cup)",home&kitchen,292,4.1,34,Female,Once a week,Few times a week,Sometimes
B00S9BSJC8,Philips Viva Collection HR1832/00 1.5-Litre400-Watt Juicer (Ink Black),home&kitchen,6499,4.3,34,Female,Once a week,Few times a week,Sometimes
B00SH18114,"Ikea 903.391.72 Polypropylene Plastic Solid Bevara Sealing Clip (Multicolour) - 30 Pack, Adjustable",home&kitchen,160,4.6,34,Female,Once a week,Few times a week,Sometimes
B00SMFPJG0,"Kent Gold, Optima, Gold+ Spare Kit",home&kitchen,649,4.1,34,Female,Once a week,Few times a week,Sometimes
B00SMJPA9C,"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Grey",home&kitchen,499,4.1,34,Female,Once a week,Few times a week,Sometimes
B00TDD0YM4,"Philips GC026/30 Fabric Shaver, Lint Remover for Woolen Sweaters, Blankets, Jackets/Burr Remover Pill Remover from Carpets, Curtains (White)",home&kitchen,1490,4.4,34,Female,Once a week,Few times a week,Sometimes
B00TI8E7BI,Philips HD9306/06 1.5-Litre Electric Kettle (Multicolor),home&kitchen,2695,4.4,34,Female,Once a week,Few times a week,Sometimes
B00V9NHDI4,"Eureka Forbes Trendy Zip 1000 Watts powerful suction vacuum cleaner with resuable dust bag & 5 accessories,1 year warrantycompact,light weight & easy to use (Black)",home&kitchen,2799,3.9,34,Female,Once a week,Few times a week,Sometimes
B00VA7YYUO,Apsara Platinum Pencils Value Pack - Pack of 20,home&kitchen,99,4.3,34,Female,Once a week,Few times a week,Sometimes
B00W56GLOQ,"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 2 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",home&kitchen,2699,4,34,Female,Once a week,Few times a week,Sometimes
B00YMJ0OI8,Prestige PIC 20 1600 Watt Induction Cooktop with Push button (Black),home&kitchen,2148,4.1,34,Female,Once a week,Few times a week,Sometimes
B00YQLG7GK,"PHILIPS HL1655/00 Hand Blender, White Jar 250W",home&kitchen,1695,4.2,34,Female,Once a week,Few times a week,Sometimes
B0123P3PWE,Rico IRPRO 1500 Watt Japanese Technology Electric Water Heater Immersion Rod Shockproof Protection & Stainless Steel Heating Element for Instant Heating| ISI Certified 1 Year Replacement Warranty,home&kitchen,999,4.1,34,Female,Once a week,Few times a week,Sometimes
B012ELCYUG,"Preethi MGA-502 0.4-Litre Grind and Store Jar (White), stainless steel, Set of 1",home&kitchen,635,4.3,34,Female,Once a week,Few times a week,Sometimes
B013B2WGT6,"HealthSense Chef-Mate KS 33 Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking with Free Bowl, 1 Year Warranty & Batteries Included",home&kitchen,1099,4.3,34,Female,Once a week,Few times a week,Sometimes
B01486F4G6,Borosil Jumbo 1000-Watt Grill Sandwich Maker (Black),home&kitchen,2863,4.3,34,Female,Once a week,Few times a week,Sometimes
B014HDJ7ZE,"Bajaj Majesty Duetto Gas 6 Ltr Vertical Water Heater ( LPG), White",home&kitchen,5365,3.9,34,Female,Once a week,Few times a week,Sometimes
B015GX9Y0W,"Lifelong LLWM105 750-Watt Belgian Waffle Maker for Home| Makes 2 Square Shape Waffles| Non-stick Plates| Easy to Use with Indicator Lights (1 Year Warranty, Black)",home&kitchen,1199,3.9,34,Female,Once a week,Few times a week,Sometimes
B0187F2IOK,"Bajaj HM-01 Powerful 250W Hand Mixer, Black",home&kitchen,1499,4.4,34,Female,Once a week,Few times a week,Sometimes
B0188KPKB2,"Preethi Blue Leaf Diamond MG-214 mixer grinder 750 watt (Blue/White), 3 jars & Flexi Lid, FBT motor with 2yr Guarantee & Lifelong Free Service",home&kitchen,3599,4.1,34,Female,Once a week,Few times a week,Sometimes
B01892MIPA,AO Smith HSE-VAS-X-015 Storage 15 Litre Vertical Water Heater (Geyser) White 4 Star,home&kitchen,7349,4.2,34,Female,Once a week,Few times a week,Sometimes
B018SJJ0GE,Libra Roti Maker Electric Automatic | chapati Maker Electric Automatic | roti Maker Machine with 900 Watts for Making Roti/Chapati/Parathas - Stainless Steel,home&kitchen,1999,4.4,34,Female,Once a week,Few times a week,Sometimes
B01C8P29N0,"Bajaj DX-6 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",home&kitchen,625,4.2,34,Female,Once a week,Few times a week,Sometimes
B01C8P29T4,"Bajaj Majesty DX-11 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White and Blue",home&kitchen,599,4.2,34,Female,Once a week,Few times a week,Sometimes
B01CS4A5V4,Monitor AC Stand/Heavy Duty Air Conditioner Outdoor Unit Mounting Bracket,home&kitchen,699,4.1,34,Female,Once a week,Few times a week,Sometimes
B01EY310UM,"Philips GC181 Heavy Weight 1000-Watt Dry Iron, Pack of 1",home&kitchen,1321,4.3,34,Female,Once a week,Few times a week,Sometimes
B01F7B2JCI,Dynore Stainless Steel Set of 4 Measuring Cup and 4 Measuring Spoon,home&kitchen,184,4.2,34,Female,Once a week,Few times a week,Sometimes
B01GFTEV5Y,Pigeon by Stovekraft Cruise 1800 watt Induction Cooktop (Black),home&kitchen,1699,3.8,34,Female,Once a week,Few times a week,Sometimes
B01GZSQJPA,"Philips HL7756/00 Mixer Grinder, 750W, 3 Jars (Black)",home&kitchen,3699,4.1,34,Female,Once a week,Few times a week,Sometimes
B01I1LDZGA,"Pigeon Kessel Multipurpose Kettle (12173) 1.2 litres with Stainless Steel Body, used for boiling Water and milk, Tea, Coffee, Oats, Noodles, Soup etc. 600 Watt (Black & Silver)",home&kitchen,1499,3.9,34,Female,Once a week,Few times a week,Sometimes
B01KCSGBU2,"Philips Air Purifier Ac2887/20,Vitashield Intelligent Purification,Long Hepa Filter Life Upto 17000 Hours,Removes 99.9% Airborne Viruses & Bacteria,99.97% Airborne Pollutants,Ideal For Master Bedroom",home&kitchen,14499,4.3,34,Female,Once a week,Few times a week,Sometimes
B01L6MT7E0,"Philips AC1215/20 Air purifier, removes 99.97% airborne pollutants, 4-stage filtration with True HEPA filter (white)",home&kitchen,8799,4.1,34,Female,Once a week,Few times a week,Sometimes
B01L7C4IU2,Havells Ambrose 1200mm Ceiling Fan (Pearl White Wood),home&kitchen,2199,4.2,34,Female,Once a week,Few times a week,Sometimes
B01LWYDEQ7,"Pigeon Polypropylene Mini Handy and Compact Chopper with 3 Blades for Effortlessly Chopping Vegetables and Fruits for Your Kitchen (12420, Green, 400 ml)",home&kitchen,199,4.1,34,Female,Once a week,Few times a week,Sometimes
B01LY9W8AF,"Cello Eliza Plastic Laundry Bag/Basket, 50 litres, Light Grey",home&kitchen,998.06,4.2,34,Female,Once a week,Few times a week,Sometimes
B01LYU3BZF,Havells Ambrose 1200mm Ceiling Fan (Gold Mist Wood),home&kitchen,2199,4.3,34,Female,Once a week,Few times a week,Sometimes
B01M0505SJ,Orient Electric Apex-FX 1200mm Ultra High Speed 400 RPM Ceiling Fan (Brown),home&kitchen,1400,4.1,34,Female,Once a week,Few times a week,Sometimes
B01M265AAK,Morphy Richards Aristo 2000 Watts PTC Room Heater (White),home&kitchen,3711,4.3,34,Female,Once a week,Few times a week,Sometimes
B01M5B0TPW,Borosil Chef Delite BCH20DBB21 300-Watt Chopper (Black),home&kitchen,1819,4.4,34,Female,Once a week,Few times a week,Sometimes
B01M5F614J,"Morphy Richards OFR Room Heater, 09 Fin 2000 Watts Oil Filled Room Heater , ISI Approved (OFR 9 Grey)",home&kitchen,6549,4,34,Female,Once a week,Few times a week,Sometimes
B01M6453MB,"Prestige Delight PRWO Electric Rice Cooker (1 L, White)",home&kitchen,2280,4.1,34,Female,Once a week,Few times a week,Sometimes
B01M69WCZ6,"Allin Exporters J66 Ultrasonic Humidifier Cool Mist Air Purifier for Dryness, Cold & Cough Large Capacity for Room, Baby, Plants, Bedroom (2.4 L) (1 Year Warranty)",home&kitchen,2249,4,34,Female,Once a week,Few times a week,Sometimes
B01MQZ7J8K,"Prestige Electric Kettle PKOSS - 1500watts, Steel (1.5Ltr), Black",home&kitchen,749,3.9,34,Female,Once a week,Few times a week,Sometimes
B01MRARGBW,Eco Crystal J 5 inch Cartridge (Pack of 2),home&kitchen,199,4.1,34,Female,Once a week,Few times a week,Sometimes
B01MUAUOCX,"Sujata Chutney Steel Jar, 400 ml, (White), Stainless Steel",home&kitchen,688,4.5,34,Female,Once a week,Few times a week,Sometimes
B01MY839VW,"Orient Electric Fabrijoy DIFJ10BP 1000-Watt Dry Iron, Non-Stick (White and Blue)",home&kitchen,549,4.2,34,Female,Once a week,Few times a week,Sometimes
B01N1XVVLC,"Bajaj OFR Room Heater, 13 Fin 2900 Watts Oil Filled Room Heater with 400W PTC Ceramic Fan Heater, ISI Approved (Majesty 13F Plus Black)",home&kitchen,9590,4.1,34,Female,Once a week,Few times a week,Sometimes
B01N6IJG0F,"Morphy Richards Daisy 1000W Dry Iron with American Heritage Non-Stick Coated Soleplate, White",home&kitchen,559,4.1,34,Female,Once a week,Few times a week,Sometimes
B01NCVJMKX,"SHOPTOSHOP Electric Lint Remover, Best Lint Shaver for Clothes,Lint Remover for Woolen Clothes ,Lint Remover for Sweaters",home&kitchen,499,4.1,34,Female,Once a week,Few times a week,Sometimes
B06XMZV7RH,ATOM Selves-MH 200 GM Digital Pocket Scale,home&kitchen,308,3.9,34,Female,Once a week,Few times a week,Sometimes
B06XPYRWV5,Pigeon by Stovekraft 2 Slice Auto Pop up Toaster. A Smart Bread Toaster for Your Home (750 Watt) (black),home&kitchen,1099,4.2,34,Female,Once a week,Few times a week,Sometimes
B06Y36JKC3,Abode Kitchen Essential Measuring Cup & Spoon for Spices | for Cooking and Baking Cake | Multipurpose Tablespoon Cups with Ring Holder | (Black),home&kitchen,149,4.1,34,Female,Once a week,Few times a week,Sometimes
B071113J7M,Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder,home&kitchen,5890,4.5,34,Female,Once a week,Few times a week,Sometimes
B071R3LHFM,"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 3 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",home&kitchen,2899,3.8,34,Female,Once a week,Few times a week,Sometimes
B071VNHMX2,Philips Daily Collection HD2582/00 830-Watt 2-Slice Pop-up Toaster (White),home&kitchen,2095,4.5,34,Female,Once a week,Few times a week,Sometimes
B072J83V9W,Philips PowerPro FC9352/01 Compact Bagless Vacuum Cleaner (Blue),home&kitchen,8999,4.4,34,Female,Once a week,Few times a week,Sometimes
B072NCN9M4,"AMERICAN MICRONIC- Imported Wet & Dry Vacuum Cleaner, 21 Litre Stainless Steel with Blower & HEPA filter, 1600 Watts 100% Copper Motor 28 KPa suction with washable reusable dust bag (Red/Black/Steel)-AMI-VCD21-1600WDx",home&kitchen,8886,4.2,34,Female,Once a week,Few times a week,Sometimes
B0747VDH9L,"INALSA Hand Blender 1000 Watt with Chopper, Whisker, 600 ml Multipurpose Jar|Variable Speed And Turbo Speed Function |100% Copper Motor |Low Noise |ANTI-SPLASH TECHNOLOGY|2 Year Warranty",home&kitchen,2742,4.4,34,Female,Once a week,Few times a week,Sometimes
B0756K5DYZ,Prestige Iris 750 Watt Mixer Grinder with 3 Stainless Steel Jar + 1 Juicer Jar (White and Blue),home&kitchen,3249,3.9,34,Female,Once a week,Few times a week,Sometimes
B0756KCV5K,Prestige PIC 15.0+ 1900-Watt Induction Cooktop (Black),home&kitchen,3180,4.2,34,Female,Once a week,Few times a week,Sometimes
B075JJ5NQC,"Butterfly Smart Mixer Grinder, 750W, 4 Jars (Grey)",home&kitchen,3199,4,34,Female,Once a week,Few times a week,Sometimes
B075K76YW1,"Inalsa Hand Blender| Hand Mixer|Beater - Easy Mix, Powerful 250 Watt Motor | Variable 7 Speed Control | 1 Year Warranty | (White/Red)",home&kitchen,979,4.2,34,Female,Once a week,Few times a week,Sometimes
B075S9FVRY,"Sujata Supermix, Mixer Grinder, 900 Watts, 3 Jars (White)",home&kitchen,5490,4.5,34,Female,Once a week,Few times a week,Sometimes
B0762HXMTF,KENT 11054 Alkaline Water Filter Pitcher 3.5 L | Chemical-Free Water with Balanced pH Levels 8.0 to 9.5 | Solves Acidity Issue | Equipped with Carbon and Sediment Filter - Grey,home&kitchen,1799,3.9,34,Female,Once a week,Few times a week,Sometimes
B0763K5HLQ,"InstaCuppa Milk Frother for Coffee - Handheld Battery-Operated Electric Milk and Coffee Frother, Stainless Steel Whisk and Stand, Portable Foam Maker for Coffee, Cappuccino, Lattes, and Egg Beaters",home&kitchen,1099,4.1,34,Female,Once a week,Few times a week,Sometimes
B076VQS87V,Syska SDI-07 1000 W Stellar with Golden American Heritage Soleplate Dry Iron (Blue),home&kitchen,457,4.3,34,Female,Once a week,Few times a week,Sometimes
B077BTLQ67,"Orient Electric Aura Neo Instant 3L Water Heater (Geyser), 5-level Safety Shield, Stainless Steel Tank (White & Turquoise)",home&kitchen,2790,3.9,34,Female,Once a week,Few times a week,Sometimes
B078HG2ZPS,"Butterfly Smart Wet Grinder, 2L (White) with Coconut Scrapper Attachment, Output - 150 W, Input 260 W",home&kitchen,3657.66,3.9,34,Female,Once a week,Few times a week,Sometimes
B078JBK4GX,"Havells Instanio 1-Litre 3KW Instant Water Heater (Geyser), White Blue",home&kitchen,2599,4.4,34,Female,Once a week,Few times a week,Sometimes
B078JDNZJ8,Havells Instanio 3-Litre Instant Geyser (White/Blue),home&kitchen,3600,4.3,34,Female,Once a week,Few times a week,Sometimes
B078JF6X9B,"Havells Instanio 3-Litre 4.5KW Instant Water Heater (Geyser), White Blue",home&kitchen,3645,4.2,34,Female,Once a week,Few times a week,Sometimes
B078JT7LTD,"Sujata Dynamix, Mixer Grinder, 900 Watts, 3 Jars (White)",home&kitchen,6120,4.6,34,Female,Once a week,Few times a week,Sometimes
B078KRFWQB,"Havells Cista Room Heater, White, 2000 Watts",home&kitchen,2499,3.8,34,Female,Once a week,Few times a week,Sometimes
B078V8R9BS,Butterfly EKN 1.5-Litre Electric Kettle (Silver with Black),home&kitchen,749,4.2,34,Female,Once a week,Few times a week,Sometimes
B078WB1VWJ,"Usha EI 3710 Heavy Weight 1000-Watt Dry Iron with Golden American Heritage Soleplate, 1.75 Kg(White)",home&kitchen,1110,4.3,34,Female,Once a week,Few times a week,Sometimes
B078XFKBZL,Prestige Clean Home Water Purifier Cartridge,home&kitchen,600,3.8,34,Female,Once a week,Few times a week,Sometimes
B07989VV5K,"Usha Steam Pro SI 3713, 1300 W Steam Iron, Powerful steam Output up to 18 g/min, Non-Stick Soleplate (White & Blue)",home&kitchen,999,3.6,34,Female,Once a week,Few times a week,Sometimes
B07B5XJ572,iBELL MPK120L Premium Stainless Steel Multi Purpose Kettle/Cooker with Inner Pot 1.2 Litre (Silver),home&kitchen,1456,4.1,34,Female,Once a week,Few times a week,Sometimes
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,60,Male,Once a week,Few times a month,Rarely
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,34,Female,Once a week,Few times a week,Often
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,23,Female,Once a week,Few times a week,Sometimes
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,23,Female,Once a week,Few times a month,Sometimes
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,33,Prefer not to say,Once a week,Few times a month,Rarely
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,46,Male,Once a week,Rarely,Often
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,60,Female,Once a week,Multiple times a day,Sometimes
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,32,Female,Once a week,Few times a week,Often
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,27,Male,Once a week,Few times a month,Sometimes
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,34,Male,Once a week,Few times a month,Sometimes
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,29,Prefer not to say,Once a week,Few times a week,Sometimes
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,26,Female,Once a week,Few times a month,Often
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,23,Female,Once a week,Few times a month,Often
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,35,Female,Once a week,Few times a month,Rarely
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,43,Male,Once a week,Few times a week,Always
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,56,Female,Once a week,Few times a week,Sometimes
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,37,Male,Once a week,Few times a month,Sometimes
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,33,Female,Once a week,Few times a week,Never
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,45,Female,Once a week,Few times a week,Sometimes
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,23,Female,Once a week,Multiple times a day,Always
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,21,Female,Once a week,Few times a week,Often
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,23,Female,Once a week,Few times a month,Sometimes
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,23,Female,Once a week,Few times a week,Rarely
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,21,Female,Once a week,Few times a month,Often
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,23,Prefer not to say,Once a week,Multiple times a day,Often
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,23,Female,Once a week,Multiple times a day,Often
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,28,Female,Once a week,Few times a week,Often
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),health&personalcare,899,4,34,Female,Once a week,Few times a month,Often
